1,17.5313520865
1,17.7052969919
1,19.5200225649
2,19.2545542684
2,18.4243999569
2,18.680772998
3,19.6107534786
3,18.4133824146
3,18.7190827458
4,18.7914849517
4,18.4679388982
4,18.5187177022
5,19.7417807523
5,20.3877223263
5,18.2236152742
6,19.6750305414
6,20.3464582499
6,18.974944291
7,19.0999072993
7,18.5447145808
7,20.1785907817
8,19.900553585
8,19.9300242101
8,20.227538145
9,20.0374438207
9,19.8551335743
9,20.242438926
10,18.2274934788
10,21.7609321194
10,21.5933682402
11,18.6447401446
11,20.2844505203
11,20.8399129837
12,20.0835329566
12,21.4614979191
12,21.1340497554
13,21.7312723612
13,20.5274804304
13,19.8430907627
14,19.0565780431
14,21.5951578924
14,18.7536933705
15,21.752359127
15,20.6217453362
15,22.649798314
16,20.6194700809
16,20.8299641609
16,20.493328413
17,20.784863699
17,21.1235154545
17,21.9250564084
18,22.3825698478
18,22.3098706595
18,20.382004346
19,21.3553825783
19,22.5580444882
19,20.4281637657
20,20.6145625488
20,21.3193314514
20,21.7553832429
21,20.4703916181
21,21.0865510909
21,19.6105089081
22,21.7898574817
22,21.62885209
22,21.1124613987
23,20.8022764102
23,21.7393867744
23,22.3156811763
24,21.9630103135
24,22.100847328
24,22.6513344302
25,20.8184961784
25,21.2767500011
25,21.4184024531
26,21.7589225936
26,20.3901038861
26,22.6520651707
27,24.1904849153
27,21.5737110205
27,23.5414457519
28,22.6712300561
28,23.0266121649
28,24.6179905074
29,22.6805606208
29,24.4513169295
29,23.6479855432
30,24.0945870816
30,22.2302573955
30,23.1202189759
31,23.0446984638
31,23.6987018992
31,24.475919568
32,21.939455392
32,24.2858008159
32,24.2410092205
33,23.1821640985
33,23.0768242025
33,22.4243838152
34,24.7968846595
34,23.4777724607
34,24.0529931322
35,21.832778811
35,24.5771631031
35,23.3978309673
36,22.9601871134
36,23.5962150231
36,25.3719731476
37,24.7280745738
37,23.9770662787
37,24.4782792384
38,24.7410478656
38,25.373656605
38,24.2681328259
39,22.9990801058
39,22.2040084724
39,26.2018980659
40,24.5138269403
40,23.3257457414
40,24.5129046973
41,25.8270006961
41,22.1420143654
41,24.868094816
42,25.0603600157
42,26.8659751203
42,23.4049593604
43,24.3247501699
43,23.5976565611
43,23.7139598874
44,21.901525601
44,25.5618067889
44,22.8134537991
45,25.5373544638
45,23.0918946188
45,24.0382653408
46,24.9964267984
46,23.4540754286
46,24.6816393126
47,24.0543310115
47,24.5349816231
47,25.8914760005
48,23.6541508497
48,22.2451810677
48,24.1228348949
49,25.6356358147
49,24.9604698654
49,26.0142472625
50,25.1207031754
50,25.1058066895
50,25.6986612533
51,24.5006606327
51,24.2953146594
51,25.2073607329
52,23.9474176814
52,24.9427693298
52,25.1003447983
53,25.4106869511
53,24.6373734198
53,25.3114733478
54,25.446354664
54,24.2906248545
54,26.3566983551
55,26.5345331341
55,24.1864374872
55,24.8177753417
56,24.5271458963
56,25.8082143114
56,27.4294693351
57,27.2965587223
57,26.9175434395
57,24.6974474267
58,27.3072320409
58,25.3817333318
58,25.6114597517
59,24.0474660442
59,25.217176546
59,23.0824580827
60,24.6200790808
60,25.2905681309
60,24.44843943
61,24.7715876922
61,23.9911686091
61,23.4693363908
62,25.7473222876
62,25.617009818
62,23.8386990674
63,23.5871956192
63,25.7235704119
63,24.4889125349
64,26.3609908535
64,24.0324113827
64,22.7382016919
65,24.9098240633
65,26.4901680503
65,23.292973566
66,24.3937212106
66,26.8981657136
66,25.5453425857
67,25.9007646672
67,24.3592844076
67,25.2565903513
68,25.0881686059
68,24.3312805628
68,26.4395980867
69,23.2609823299
69,22.9546327756
69,23.5294114649
70,22.4554206038
70,25.9631721796
70,23.6403535988
71,26.0897678454
71,25.2698848787
71,24.3907803972
72,25.3930172629
72,25.1674503792
72,25.7737341208
73,25.9998314746
73,24.8533714817
73,23.2506708948
74,26.0540726264
74,25.1621456865
74,25.6166654315
75,26.1495002789
75,26.5025350219
75,24.7162218317
76,24.6117078017
76,25.8943195481
76,25.4844135787
77,25.4904515056
77,24.7447524162
77,25.1309061814
78,25.269927349
78,24.5327368681
78,26.7219753746
79,24.2669455399
79,23.0072585984
79,24.3042195291
80,24.7185398575
80,23.9292717886
80,24.0937032755
81,24.209042706
81,24.1597891626
81,23.1148797748
82,25.5321638121
82,25.7151578278
82,25.4740269292
83,26.1051682111
83,26.3215223883
83,26.8151593611
84,27.1869161416
84,26.8314378713
84,25.2823606524
85,25.5139686641
85,25.9053166535
85,24.9161554894
86,25.8036935874
86,25.228188731
86,25.3381670666
87,25.2322091664
87,24.1118580635
87,25.5770950788
88,26.9689478916
88,25.7998699421
88,25.2036351215
89,24.4023207913
89,26.2478992438
89,25.1506364156
90,26.9610761185
90,26.4700039446
90,25.6185256472
91,25.4437927148
91,24.8789106811
91,28.2200749299
92,25.4143135546
92,26.6603937617
92,24.986858911
93,25.8985903932
93,28.1445362731
93,24.1666083465
94,24.906601973
94,26.0495154378
94,24.3209176908
95,25.7586993594
95,25.134790839
95,23.7481702408
96,23.846613685
96,24.3631721724
96,23.6142506679
97,28.2721750962
97,25.9825168858
97,25.8156999792
98,24.972038715
98,26.0990356873
98,24.8113377634
99,27.259584211
99,25.060363804
99,25.8894600797
100,25.0163615499
100,26.4961844087
100,23.6677378803
101,24.3657556198
101,25.5181155952
101,25.9060690532
102,27.3776829435
102,23.9960120311
102,25.6790385481
103,23.5699677209
103,25.7311734191
103,24.8470585777
104,26.5025183105
104,26.9557760371
104,23.7607028374
105,26.1477478002
105,22.4159316059
105,24.0195057946
106,25.7421510953
106,25.906168562
106,24.5434976777
107,24.9704698093
107,24.4655218359
107,24.6129945191
108,25.8014675634
108,24.3463078895
108,24.4313940952
109,24.6667487054
109,25.594749059
109,27.6864518455
110,24.8384319871
110,24.2847094917
110,26.3722475514
111,25.4651793744
111,28.1367553743
111,25.9056630895
112,24.7109011488
112,26.8537520059
112,25.8785608675
113,25.2369948266
113,26.6979595158
113,25.1907169234
114,25.3901642953
114,24.8090353123
114,23.9304164273
115,24.7066579651
115,24.6409803079
115,25.7982287652
116,26.1910148623
116,25.785474391
116,23.8434864103
117,26.9644161948
117,27.2758902833
117,24.7132368032
118,26.1040909323
118,26.3951802373
118,26.5692271097
119,24.2472870545
119,22.5547878003
119,25.5624795262
120,25.3003251791
120,26.9432492806
120,26.6083358346
121,26.2447859109
121,25.8507507706
121,26.4046375469
122,27.4390468661
122,25.6123819696
122,26.5404972598
123,25.3421369246
123,24.6279197061
123,26.3936442333
124,24.7139255692
124,24.2793243189
124,25.9136202779
125,25.8608366298
125,27.0720879368
125,27.3480830581
126,24.7726653747
126,27.236012089
126,23.8636219503
127,24.277538842
127,25.7605077791
127,24.9316464182
128,26.4117873137
128,25.1839303807
128,28.5673870301
129,25.3049586101
129,28.1284011589
129,23.635443667
130,27.9357849959
130,27.741309725
130,24.7429008211
131,27.1119388419
131,26.2599669995
131,27.5742546423
132,25.7048812701
132,25.6522024572
132,26.4623617908
133,27.1936309319
133,26.1452656611
133,27.1367784024
134,26.7472278169
134,27.6712307598
134,25.9478980038
135,25.4483918936
135,25.4266989868
135,27.796841588
136,26.0283458585
136,25.4040897203
136,25.4897423991
137,24.6135332854
137,26.1425219007
137,24.7390838729
138,25.2972839026
138,27.1799697933
138,26.812153882
139,26.0584826739
139,25.173789813
139,27.1021341645
140,24.7364428465
140,27.165532438
